names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,sex,cluster
CG17124,9.031807,1.301133,1.6886002964287544e-19,3.215992033307826e-17,0.5015974440894568,Female,Unannotated (mixed identity; excluded)
dpr9,8.983901,1.3451747,2.6133211966859217e-19,4.785641953055542e-17,0.5005324813631523,Female,Unannotated (mixed identity; excluded)
Pitslre,8.983178,1.1257464,2.6305522262262803e-19,4.785641953055542e-17,0.7050053248136315,Female,Unannotated (mixed identity; excluded)
trv,8.977717,1.2271895,2.764421580372597e-19,4.9552256828178806e-17,0.630457933972311,Female,Unannotated (mixed identity; excluded)
Dscam2,8.907445,1.1703007,5.222210479602445e-19,9.093360505124886e-17,0.6932907348242812,Female,Unannotated (mixed identity; excluded)
Galphao,8.90086,1.1539751,5.541589197511099e-19,9.513581792741237e-17,0.6293929712460063,Female,Unannotated (mixed identity; excluded)
Con,8.848255,1.2804039,8.889788986617913e-19,1.4843512049025446e-16,0.5559105431309904,Female,Unannotated (mixed identity; excluded)
Toll-6,8.74887,1.4571506,2.154990736416247e-18,3.456208169233899e-16,0.42705005324813633,Female,Unannotated (mixed identity; excluded)
TP53INP,8.70478,1.0940214,3.1819288538308136e-18,4.972375743505613e-16,0.6996805111821086,Female,Unannotated (mixed identity; excluded)
beat-Ic,8.618927,1.3627019,6.758460323699019e-18,1.0170231220440413e-15,0.46219382321618746,Female,Unannotated (mixed identity; excluded)
Ptp99A,8.608406,1.1067189,7.408352483578026e-18,1.0940700505912996e-15,0.6954206602768903,Female,Unannotated (mixed identity; excluded)
nkd,8.582666,1.3586859,9.269909872694059e-18,1.313848039979859e-15,0.44195953141640043,Female,Unannotated (mixed identity; excluded)
UQCR-6.4,8.567367,1.0803528,1.0587817547228207e-17,1.4675558514946184e-15,0.6496272630457934,Female,Unannotated (mixed identity; excluded)
Lar,8.5672865,1.1100442,1.0595201815696645e-17,1.4675558514946184e-15,0.625133120340788,Female,Unannotated (mixed identity; excluded)
CG16711,8.555842,1.2185962,1.1701129241730302e-17,1.6025288126679848e-15,0.49733759318423854,Female,Unannotated (mixed identity; excluded)
Vap33,8.537972,1.0358853,1.3659692272845094e-17,1.849977656818987e-15,0.724174653887114,Female,Unannotated (mixed identity; excluded)
sdt,8.502315,1.0910378,1.8584715479060982e-17,2.4893307359810365e-15,0.6134185303514377,Female,Unannotated (mixed identity; excluded)
Pacs,8.453084,1.135113,2.8370767148658353e-17,3.678843412499965e-15,0.56975505857295,Female,Unannotated (mixed identity; excluded)
CG4612,8.405901,1.1260142,4.245891501598311e-17,5.390955365935606e-15,0.564430244941427,Female,Unannotated (mixed identity; excluded)
Top1,8.391847,1.2727027,4.785653329570274e-17,6.013642106611553e-15,0.4589989350372737,Female,Unannotated (mixed identity; excluded)
Dop2R,8.344262,1.1899494,7.165990196892746e-17,8.822853990901584e-15,0.739084132055378,Female,Unannotated (mixed identity; excluded)
Eip63E,8.327356,1.094223,8.266746155395386e-17,1.0076336888811437e-14,0.5718849840255591,Female,Unannotated (mixed identity; excluded)
Cngl,8.30764,1.1002612,9.762404228738359e-17,1.1781578727137807e-14,0.739084132055378,Female,Unannotated (mixed identity; excluded)
GluRIB,8.259895,1.2524923,1.4580054542933673e-16,1.7254008235322187e-14,0.46645367412140576,Female,Unannotated (mixed identity; excluded)
EndoA,8.189904,1.1116954,2.6143502547682843e-16,3.034887167178154e-14,0.5505857294994675,Female,Unannotated (mixed identity; excluded)
lncRNA:mimi,8.177817,1.3174813,2.8903235758031383e-16,3.2620513023578194e-14,0.9563365282215123,Female,Unannotated (mixed identity; excluded)
RSG7,8.169104,1.2338585,3.106903254918293e-16,3.474315942587071e-14,0.46112886048988283,Female,Unannotated (mixed identity; excluded)
cindr,8.139268,1.0354314,3.9767631000251455e-16,4.406615038746045e-14,0.6315228966986155,Female,Unannotated (mixed identity; excluded)
rin,8.092768,1.0791564,5.832421687046538e-16,6.404629544451374e-14,0.556975505857295,Female,Unannotated (mixed identity; excluded)
msi,7.9999676,1.0394326,1.2445192627202812e-15,1.319942827355719e-13,0.6368477103301384,Female,Unannotated (mixed identity; excluded)
CG32486,7.97985,1.0277114,1.465116424619532e-15,1.5395089741109892e-13,0.5931842385516507,Female,Unannotated (mixed identity; excluded)
Cip4,7.9545517,1.2796726,1.7978143840006216e-15,1.872953805690904e-13,0.4206602768903088,Female,Unannotated (mixed identity; excluded)
Rbp,7.9165645,1.0531454,2.4416337770011917e-15,2.518000883220186e-13,0.5559105431309904,Female,Unannotated (mixed identity; excluded)
luna,7.905401,1.2316631,2.6707225857593836e-15,2.690366743621581e-13,0.443024494142705,Female,Unannotated (mixed identity; excluded)
CG6700,7.821556,1.0357862,5.217430571165079e-15,5.128650099349286e-13,0.536741214057508,Female,Unannotated (mixed identity; excluded)
fax,7.7937684,1.011329,6.5039708970305324e-15,6.291817560627394e-13,0.6400425985090522,Female,Unannotated (mixed identity; excluded)
Wdr62,7.7249417,1.0196527,1.1190460455369855e-14,1.0740198621299462e-12,0.582534611288605,Female,Unannotated (mixed identity; excluded)
CaMKII,7.69868,1.0021073,1.374791389300161e-14,1.309166581576536e-12,0.8029818956336529,Female,Unannotated (mixed identity; excluded)
Sh,7.671093,1.0512296,1.7053694464892185e-14,1.6113758281594638e-12,0.853035143769968,Female,Unannotated (mixed identity; excluded)
miple1,7.6545486,1.0671206,1.9399214640304e-14,1.8189002096205035e-12,0.8104366347177849,Female,Unannotated (mixed identity; excluded)
CG15431,7.6516576,1.3281674,1.984049687293353e-14,1.8366730211718193e-12,0.38232161874334397,Female,Unannotated (mixed identity; excluded)
OtopLa,7.6296926,1.0152267,2.3531440154235482e-14,2.1404830152237037e-12,0.5953141640042598,Female,Unannotated (mixed identity; excluded)
Usp7,7.612305,1.1504192,2.692501213257138e-14,2.4310294287697222e-12,0.44089456869009586,Female,Unannotated (mixed identity; excluded)
Pde6,7.605398,1.0240713,2.8402780509887026e-14,2.545599203198625e-12,0.5463258785942492,Female,Unannotated (mixed identity; excluded)
Pdcd4,7.567451,1.0107428,3.806180611690476e-14,3.361850396804001e-12,0.5899893503727369,Female,Unannotated (mixed identity; excluded)
fend,7.551108,1.1743135,4.315712285430283e-14,3.757444074793551e-12,0.43769968051118213,Female,Unannotated (mixed identity; excluded)
inaE,7.542876,1.0703939,4.597184057126034e-14,3.94613214593727e-12,0.4898828541001065,Female,Unannotated (mixed identity; excluded)
Rdl,7.4883046,1.0408789,6.976904563477222e-14,5.905659008626657e-12,0.8572949946751863,Female,Unannotated (mixed identity; excluded)
Hipk,7.4752135,1.0236694,7.707849514684937e-14,6.479377774792738e-12,0.5271565495207667,Female,Unannotated (mixed identity; excluded)
qvr,7.419799,1.015955,1.1729828712046255e-13,9.630602356284948e-12,0.8040468583599574,Female,Unannotated (mixed identity; excluded)
Vha68-1,7.4193172,1.0664831,1.177257979396552e-13,9.630602356284948e-12,0.4909478168264111,Female,Unannotated (mixed identity; excluded)
hig,7.413856,1.0061932,1.2267923688886883e-13,9.957040698211952e-12,0.5452609158679447,Female,Unannotated (mixed identity; excluded)
Ctdnep1,7.411808,1.2278233,1.2458910473971094e-13,9.990898668896952e-12,0.3961661341853035,Female,Unannotated (mixed identity; excluded)
cdi,7.3649464,1.0834582,1.7721818495065231e-13,1.3846874720278853e-11,0.45260915867944623,Female,Unannotated (mixed identity; excluded)
Tsp66E,7.3351107,1.1134194,2.2153835583603525e-13,1.71995606323913e-11,0.44621938232161873,Female,Unannotated (mixed identity; excluded)
GluRIA,7.303669,1.3145951,2.8002518911033493e-13,2.1332668937911702e-11,0.36847710330138445,Female,Unannotated (mixed identity; excluded)
glec,7.220948,1.0178653,5.162632795571808e-13,3.7456744729300454e-11,0.49733759318423854,Female,Unannotated (mixed identity; excluded)
RhoGAP71E,7.101043,1.0017716,1.2381846061304762e-12,8.67369664604849e-11,0.46325878594249204,Female,Unannotated (mixed identity; excluded)
Polr2A,7.0740185,1.3786008,1.5051001402951198e-12,1.0483237491461266e-10,0.32694355697550587,Female,Unannotated (mixed identity; excluded)
SKIP,7.0541816,1.1793098,1.7361927489883479e-12,1.1956188371423148e-10,0.39829605963791265,Female,Unannotated (mixed identity; excluded)
emb,7.0447454,1.4553565,1.858011681239459e-12,1.2723204709341442e-10,0.30990415335463256,Female,Unannotated (mixed identity; excluded)
tei,7.0433397,1.0381049,1.876858086444714e-12,1.2780459897024927e-10,0.49307774227902024,Female,Unannotated (mixed identity; excluded)
jeb,6.9994097,1.0252831,2.5704356033663e-12,1.7214856906281226e-10,0.5122470713525027,Female,Unannotated (mixed identity; excluded)
Frq2,6.9609404,1.2338068,3.3800878292344676e-12,2.227021110839942e-10,0.3780617678381257,Female,Unannotated (mixed identity; excluded)
ari-1,6.877216,1.0409589,6.103358715811419e-12,3.9154652308960734e-10,0.4185303514376997,Female,Unannotated (mixed identity; excluded)
Fas2,6.8232064,1.2461908,8.903050923580993e-12,5.593777716882924e-10,0.362087326943557,Female,Unannotated (mixed identity; excluded)
Rab3,6.8095536,1.0610445,9.790203904502639e-12,6.088407928162381e-10,0.4164004259850905,Female,Unannotated (mixed identity; excluded)
Tmep,6.7638564,1.1908501,1.3436617469705054e-11,8.188946516911746e-10,0.35782747603833864,Female,Unannotated (mixed identity; excluded)
Psi,6.732294,1.235856,1.6700855742813677e-11,1.007756092322554e-09,0.34930777422790205,Female,Unannotated (mixed identity; excluded)
hrm,6.684509,1.2870351,2.3170024146555457e-11,1.370968079234779e-09,0.3258785942492013,Female,Unannotated (mixed identity; excluded)
dally,6.6506176,1.0554192,2.91865710263385e-11,1.7021775800958851e-09,0.4132055378061768,Female,Unannotated (mixed identity; excluded)
elff,6.6421447,1.077407,3.09151127426533e-11,1.794401472477148e-09,0.4057507987220447,Female,Unannotated (mixed identity; excluded)
Dmtn,6.592392,1.1559378,4.327962792768304e-11,2.4310386396798555e-09,0.3514376996805112,Female,Unannotated (mixed identity; excluded)
kuz,6.590063,1.078392,4.3964033553067295e-11,2.4581541512767763e-09,0.3738019169329074,Female,Unannotated (mixed identity; excluded)
CG13954,6.569824,1.1820018,5.0374620722219355e-11,2.7909829635596896e-09,0.34930777422790205,Female,Unannotated (mixed identity; excluded)
dpr13,6.4831285,1.0108577,8.983997373430347e-11,4.761127999336631e-09,0.41959531416400425,Female,Unannotated (mixed identity; excluded)
CG42337,6.4754987,1.2438992,9.44992174181803e-11,4.96487483237155e-09,0.329073482428115,Female,Unannotated (mixed identity; excluded)
Cdc14,6.4664235,1.011191,1.003494866960653e-10,5.2496132761302135e-09,0.3908413205537806,Female,Unannotated (mixed identity; excluded)
CG6356,6.3673997,1.053576,1.9225950871872234e-10,9.723863700300857e-09,0.37912673056443025,Female,Unannotated (mixed identity; excluded)
swm,6.3113427,1.1526963,2.7662510723221235e-10,1.3541298923909382e-08,0.329073482428115,Female,Unannotated (mixed identity; excluded)
mrva,6.302107,1.0614175,2.9362677158123606e-10,1.4259030752205921e-08,0.3588924387646432,Female,Unannotated (mixed identity; excluded)
alpha-Cat,6.267573,1.0643843,3.667189110291848e-10,1.7529163947195033e-08,0.34930777422790205,Female,Unannotated (mixed identity; excluded)
Tmtc1,6.256811,1.0878097,3.929285914345609e-10,1.870861953514009e-08,0.3503727369542066,Female,Unannotated (mixed identity; excluded)
Pat1,6.2520328,1.354641,4.0514457198181287e-10,1.9215203065705513e-08,0.28115015974440893,Female,Unannotated (mixed identity; excluded)
ssp3,6.0659914,1.4382535,1.3114198754297852e-09,5.7293537138400185e-08,0.268370607028754,Female,Unannotated (mixed identity; excluded)
CG14478,6.0600886,1.0119139,1.3604648974510014e-09,5.92239522679652e-08,0.36847710330138445,Female,Unannotated (mixed identity; excluded)
Dp,6.049849,1.3303707,1.4498163481529414e-09,6.288900878162349e-08,0.28115015974440893,Female,Unannotated (mixed identity; excluded)
aPKC,6.037802,1.022809,1.5622726834207876e-09,6.658231376998595e-08,0.35356762513312034,Female,Unannotated (mixed identity; excluded)
Arl6IP1,5.9966426,1.0544155,2.0143847404552387e-09,8.43757237161818e-08,0.3450479233226837,Female,Unannotated (mixed identity; excluded)
tipE,5.9908605,1.1329932,2.0873377125659754e-09,8.713205266598176e-08,0.3248136315228967,Female,Unannotated (mixed identity; excluded)
CG12991,5.987929,1.1992551,2.125297584310251e-09,8.811310290869949e-08,0.30138445154419596,Female,Unannotated (mixed identity; excluded)
Pal2,5.9516683,1.0316938,2.654225906203764e-09,1.0856496500240832e-07,0.3556975505857295,Female,Unannotated (mixed identity; excluded)
alt,5.8932824,1.0898974,3.785990627244555e-09,1.4982934985546715e-07,0.32694355697550587,Female,Unannotated (mixed identity; excluded)
5-HT1A,5.8760552,1.2562219,4.2015774093216e-09,1.6414431744301597e-07,0.2928647497337593,Female,Unannotated (mixed identity; excluded)
da,5.8602743,1.0080051,4.621033766731711e-09,1.7824614108447097e-07,0.34930777422790205,Female,Unannotated (mixed identity; excluded)
E(Pc),5.85911,1.0730016,4.6535514743556854e-09,1.7893419217956293e-07,0.3226837060702875,Female,Unannotated (mixed identity; excluded)
bin3,5.8573833,1.0445727,4.7021776060829994e-09,1.796703537321181e-07,0.33120340788072417,Female,Unannotated (mixed identity; excluded)
PIP5K59B,5.8544517,1.0793014,4.785863420798488e-09,1.822965288628524e-07,0.33226837060702874,Female,Unannotated (mixed identity; excluded)
CG4829,5.8257403,1.0437328,5.685994767973419e-09,2.1523785784729195e-07,0.32800851970181044,Female,Unannotated (mixed identity; excluded)
AP-1gamma,5.810441,1.1394616,6.230845549705366e-09,2.322561969582835e-07,0.30564430244941426,Female,Unannotated (mixed identity; excluded)
Ubr1,5.773538,1.1156923,7.762406450753026e-09,2.841320487334193e-07,0.30564430244941426,Female,Unannotated (mixed identity; excluded)
CG42594,5.7661095,1.0611799,8.112247780864261e-09,2.9442646893022473e-07,0.329073482428115,Female,Unannotated (mixed identity; excluded)
BtbVII,5.725592,1.1405936,1.0307353587412476e-08,3.6951862610873725e-07,0.30244941427050054,Female,Unannotated (mixed identity; excluded)
app,5.6815414,1.3035455,1.3348613070938455e-08,4.7024926220135497e-07,0.26624068157614483,Female,Unannotated (mixed identity; excluded)
Chc,5.6801763,1.0022911,1.3455606408733686e-08,4.7265241070909193e-07,0.32694355697550587,Female,Unannotated (mixed identity; excluded)
CG42524,5.6485333,1.4582015,1.618222814614325e-08,5.603556217992616e-07,0.2523961661341853,Female,Unannotated (mixed identity; excluded)
Eip78C,5.427798,1.2700063,5.7053564915256974e-08,1.8063010461092655e-06,0.26091586794462196,Female,Unannotated (mixed identity; excluded)
Ucp4A,5.4067163,1.5335513,6.419070856402109e-08,2.0113638732309847e-06,0.22364217252396165,Female,Unannotated (mixed identity; excluded)
CG43759,5.397119,1.5663373,6.771945024700738e-08,2.1110802533523605e-06,0.2268370607028754,Female,Unannotated (mixed identity; excluded)
Rlip,5.3833857,1.2148691,7.309761569936775e-08,2.2671420808132148e-06,0.27689030883919064,Female,Unannotated (mixed identity; excluded)
tara,5.3252807,1.223711,1.0079730180612505e-07,3.0792438890096697e-06,0.25878594249201275,Female,Unannotated (mixed identity; excluded)
Actbeta,5.3035564,1.1224432,1.1356808101393358e-07,3.452073165782634e-06,0.2715654952076677,Female,Unannotated (mixed identity; excluded)
Imp,5.2545667,1.1757475,1.4837349867178652e-07,4.389622755607782e-06,0.27582534611288606,Female,Unannotated (mixed identity; excluded)
CG3744,5.2370586,1.2629046,1.631558328141736e-07,4.726851330125131e-06,0.24494142705005326,Female,Unannotated (mixed identity; excluded)
Dyb,5.236938,1.1116514,1.632623193028698e-07,4.726851330125131e-06,0.2779552715654952,Female,Unannotated (mixed identity; excluded)
CG32052,5.214853,1.1635896,1.8396345150923688e-07,5.263686644239645e-06,0.25878594249201275,Female,Unannotated (mixed identity; excluded)
Yp3,5.157631,2.1075792,2.5009411237445826e-07,7.0564748512321095e-06,0.17465388711395102,Female,Unannotated (mixed identity; excluded)
mir-9381,5.150001,1.3114804,2.604847285108931e-07,7.3326751866495986e-06,0.23535676251331203,Female,Unannotated (mixed identity; excluded)
CG31650,5.1214504,1.2378821,3.0319419749455727e-07,8.437520715208124e-06,0.24920127795527156,Female,Unannotated (mixed identity; excluded)
Ptp36E,5.076155,1.1879325,3.851491022377808e-07,1.0409273630102683e-05,0.25452609158679446,Female,Unannotated (mixed identity; excluded)
dsd,5.040577,1.1338637,4.641300382564275e-07,1.2433584695181528e-05,0.25026624068157616,Female,Unannotated (mixed identity; excluded)
cyri,5.02837,1.1561481,4.946671955264603e-07,1.3222584312000053e-05,0.24600638977635783,Female,Unannotated (mixed identity; excluded)
CG4080,4.9692607,1.0847267,6.720865764270685e-07,1.7356066271333766e-05,0.25559105431309903,Female,Unannotated (mixed identity; excluded)
lbk,4.9509096,1.1164558,7.386742278271335e-07,1.89153364768591e-05,0.23855165069222578,Female,Unannotated (mixed identity; excluded)
LpR1,4.898426,1.058173,9.66073351679786e-07,2.422935819675908e-05,0.25559105431309903,Female,Unannotated (mixed identity; excluded)
AMPdeam,4.841927,1.1970253,1.285859025925906e-06,3.128410312776621e-05,0.23109691160809373,Female,Unannotated (mixed identity; excluded)
Ptp10D,4.8351407,1.0102446,1.3305138759366273e-06,3.2241816369366895e-05,0.2577209797657082,Female,Unannotated (mixed identity; excluded)
lncRNA:CR43651,4.828234,1.2300829,1.3774911455434914e-06,3.324799915451409e-05,0.22470713525026625,Female,Unannotated (mixed identity; excluded)
5-HT2A,4.7710123,1.4283099,1.8330234845307931e-06,4.321609913529175e-05,0.20766773162939298,Female,Unannotated (mixed identity; excluded)
AGO2,4.7236285,1.314877,2.316732996631393e-06,5.368566253980998e-05,0.21938232161874335,Female,Unannotated (mixed identity; excluded)
bi,4.7094536,1.0703707,2.4838162989575054e-06,5.701551199245393e-05,0.25878594249201275,Female,Unannotated (mixed identity; excluded)
MtnF,4.68006,1.1937709,2.867912992830342e-06,6.497582057548149e-05,0.24068157614483493,Female,Unannotated (mixed identity; excluded)
FBXO11,4.6796584,1.1057125,2.873535468260286e-06,6.49824189659084e-05,0.23535676251331203,Female,Unannotated (mixed identity; excluded)
CG46301,4.653838,1.0800442,3.258126093716142e-06,7.233752086758845e-05,0.24281150159744408,Female,Unannotated (mixed identity; excluded)
dpr17,4.649903,1.3283726,3.320913723241773e-06,7.359748613198903e-05,0.20447284345047922,Female,Unannotated (mixed identity; excluded)
trn,4.632636,1.2365992,3.6103908696076487e-06,7.914937825476193e-05,0.22790202342917998,Female,Unannotated (mixed identity; excluded)
kairos,4.5723224,1.0118692,4.823485188307093e-06,0.0001036921710057763,0.25026624068157616,Female,Unannotated (mixed identity; excluded)
CG44247,4.414591,1.0192097,1.0120122474587514e-05,0.00020456745081715954,0.2417465388711395,Female,Unannotated (mixed identity; excluded)
CG33303,4.374234,1.0027512,1.218593887905882e-05,0.0002434990311423737,0.23535676251331203,Female,Unannotated (mixed identity; excluded)
Prp4k,4.2312803,1.1469254,2.3236487551445667e-05,0.000440874826183954,0.19808306709265175,Female,Unannotated (mixed identity; excluded)
Nrt,4.225739,1.219434,2.381580787512977e-05,0.00045076223942539873,0.2012779552715655,Female,Unannotated (mixed identity; excluded)
CG18467,4.2035728,1.489409,2.6273445852281802e-05,0.0004926877407591736,0.17358892438764642,Female,Unannotated (mixed identity; excluded)
qm,3.9991808,1.3067689,6.356213728342623e-05,0.0010912097061234964,0.17891373801916932,Female,Unannotated (mixed identity; excluded)
metro,3.9681003,1.0897298,7.244786334785403e-05,0.0012281877696063877,0.20766773162939298,Female,Unannotated (mixed identity; excluded)
bsd,3.9656105,1.389219,7.320830102041794e-05,0.0012380534076604402,0.17145899893503727,Female,Unannotated (mixed identity; excluded)
CG12084,3.9209576,1.0797583,8.819781484483249e-05,0.0014606564743799772,0.2012779552715655,Female,Unannotated (mixed identity; excluded)
Rab8,3.894254,1.024304,9.85013924010652e-05,0.0016159266110048233,0.19701810436634717,Female,Unannotated (mixed identity; excluded)
Cad87A,3.8554637,1.2772905,0.00011551049030006484,0.0018673174618932234,0.16400425985090522,Female,Unannotated (mixed identity; excluded)
stas,3.8434973,1.022703,0.0001212933458360322,0.001947884838465608,0.20234291799787008,Female,Unannotated (mixed identity; excluded)
oaf,3.776357,1.1840402,0.00015913882741365018,0.0024900425768228265,0.18210862619808307,Female,Unannotated (mixed identity; excluded)
lncRNA:CR45758,3.7484088,1.0142614,0.0001779600840342238,0.0027492464693195866,0.2012779552715655,Female,Unannotated (mixed identity; excluded)
Pgant2,3.7224681,1.15161,0.00019728478404933326,0.002998384330146288,0.17784877529286475,Female,Unannotated (mixed identity; excluded)
CARPB,3.706687,1.5289258,0.00020998819686706915,0.0031677551133820615,0.15228966986155484,Female,Unannotated (mixed identity; excluded)
CG12594,3.5922434,1.021374,0.00032784338519475605,0.004814557857998653,0.18636847710330137,Female,Unannotated (mixed identity; excluded)
Golgin97,3.585136,1.4195175,0.00033690275567074097,0.004923870130540362,0.15228966986155484,Female,Unannotated (mixed identity; excluded)
CG46339,3.5309658,1.0944055,0.00041404509934347256,0.005930429748410795,0.1703940362087327,Female,Unannotated (mixed identity; excluded)
fkh,3.5156667,1.3860604,0.00043865142467888806,0.0062316109736724554,0.154419595314164,Female,Unannotated (mixed identity; excluded)
lncRNA:alphagamma-element:CR32865,3.5007286,1.7122971,0.00046398790208597375,0.0065582972911112395,0.13205537806176784,Female,Unannotated (mixed identity; excluded)
PIG-T,3.482699,1.4123921,0.0004963864477274314,0.006936886073189772,0.14802981895633652,Female,Unannotated (mixed identity; excluded)
GEFmeso,3.4151971,1.0268805,0.0006373585017771169,0.008719150143839819,0.16826411075612355,Female,Unannotated (mixed identity; excluded)
CG17075,3.4109406,1.0026482,0.0006473916948747195,0.008806983670566914,0.1810436634717785,Female,Unannotated (mixed identity; excluded)
Pi3K68D,3.3781736,1.0624729,0.0007296897404902646,0.009816984819907103,0.15228966986155484,Female,Unannotated (mixed identity; excluded)
CG6051,3.3629546,1.2457118,0.0007711301412557613,0.010307755039104034,0.1597444089456869,Female,Unannotated (mixed identity; excluded)
ChT,3.3329985,1.1196405,0.0008591537475721547,0.011321324355845397,0.16613418530351437,Female,Unannotated (mixed identity; excluded)
CG7065,3.3193054,1.1474576,0.0009024163650277694,0.01181477236662028,0.1554845580404686,Female,Unannotated (mixed identity; excluded)
lncRNA:let7C,3.3097084,1.4434212,0.000933932366288681,0.012149094570643258,0.1288604898828541,Female,Unannotated (mixed identity; excluded)
lncRNA:CR43334,3.2312844,1.1085794,0.0012323527268028073,0.015711522802462012,0.16293929712460065,Female,Unannotated (mixed identity; excluded)
Rgk3,3.2090783,1.2619087,0.0013316122852688773,0.016854643972110433,0.14589989350372737,Female,Unannotated (mixed identity; excluded)
Hsp70Ab,3.2052636,1.7470433,0.0013493888597002144,0.017046627735638954,0.11714589989350373,Female,Unannotated (mixed identity; excluded)
SppL,3.1212578,1.0202767,0.001800802504426677,0.022216580694794298,0.15654952076677317,Female,Unannotated (mixed identity; excluded)
Hsp27,3.1007383,1.4381882,0.0019303877255796805,0.023695363531813417,0.12779552715654952,Female,Unannotated (mixed identity; excluded)
TyrR,3.0680919,1.2462863,0.002154304062838562,0.02615419544017852,0.134185303514377,Female,Unannotated (mixed identity; excluded)
haf,3.0633535,1.0119996,0.002188713690895611,0.02649278170638193,0.16826411075612355,Female,Unannotated (mixed identity; excluded)
Fili,3.0011926,1.1432877,0.0026892447293486886,0.03176279457948756,0.14802981895633652,Female,Unannotated (mixed identity; excluded)
robo2,2.989708,1.4131948,0.0027924423769121673,0.03279102132194837,0.1235356762513312,Female,Unannotated (mixed identity; excluded)
dome,2.9834437,1.5219394,0.0028502443450696816,0.03337332211532598,0.1235356762513312,Female,Unannotated (mixed identity; excluded)
Yp1,2.9812353,1.375417,0.0028708823046171322,0.03351837587258451,0.11288604898828541,Female,Unannotated (mixed identity; excluded)
Cep97,2.9537687,1.4509704,0.003139191752398035,0.036165981351587564,0.12034078807241747,Female,Unannotated (mixed identity; excluded)
acj6,2.9354177,1.1122217,0.0033309908015757657,0.037980773508332094,0.1501597444089457,Female,Unannotated (mixed identity; excluded)
SiaT,2.9338515,1.4251411,0.0033478432178522042,0.03806610166268705,0.12140575079872204,Female,Unannotated (mixed identity; excluded)
CG10555,2.89217,1.2013108,0.003825909148768281,0.0427834923067308,0.1299254526091587,Female,Unannotated (mixed identity; excluded)
lncRNA:CR42491,-2.9132516,-1.4710609,0.0035768619769631573,0.04036886170111474,0.06815761448349308,Female,Unannotated (mixed identity; excluded)
CG43693,-2.969791,-1.4563942,0.0029800259480119787,0.034626822002209734,0.07348242811501597,Female,Unannotated (mixed identity; excluded)
alrm,-3.176512,-1.2508032,0.0014905759040112125,0.01869200585801715,0.10010649627263046,Female,Unannotated (mixed identity; excluded)
Non1,-3.4733827,-1.1017606,0.0005139419122785735,0.007159357678586894,0.16932907348242812,Female,Unannotated (mixed identity; excluded)
Nt5a,-3.5637329,-1.2970253,0.00036561797171960343,0.005305377925345531,0.12779552715654952,Female,Unannotated (mixed identity; excluded)
asRNA:CR43259,-3.6064184,-1.4959028,0.0003104524640476185,0.004564662345327409,0.09691160809371673,Female,Unannotated (mixed identity; excluded)
Csas,-3.746923,-1.180505,0.00017901703794313793,0.00276207427277077,0.16080937167199147,Female,Unannotated (mixed identity; excluded)
CG31248,-3.9336467,-1.0879607,8.366673774702686e-05,0.0013950942084794945,0.18743343982960597,Female,Unannotated (mixed identity; excluded)
CG12177,-4.1145477,-1.2920058,3.8793906437683165e-05,0.0006994954520250297,0.14164004259850904,Female,Unannotated (mixed identity; excluded)
CG9467,-4.1577153,-1.4445693,3.214464509263344e-05,0.0005900769262561883,0.11608093716719915,Female,Unannotated (mixed identity; excluded)
GstE12,-4.1632166,-1.1133534,3.137955745881879e-05,0.000578646635197492,0.2012779552715655,Female,Unannotated (mixed identity; excluded)
CG12730,-4.342632,-1.2444052,1.4078590455052549e-05,0.0002772276882982803,0.17465388711395102,Female,Unannotated (mixed identity; excluded)
Chd64,-4.468239,-1.1706328,7.886625246150414e-06,0.00016348652232198537,0.21299254526091588,Female,Unannotated (mixed identity; excluded)
Got1,-4.54859,-1.0164508,5.400649569515605e-06,0.00011548862737337844,0.2577209797657082,Female,Unannotated (mixed identity; excluded)
aay,-4.6960416,-1.394456,2.652513962985083e-06,6.077348250906987e-05,0.15761448349307774,Female,Unannotated (mixed identity; excluded)
CG13631,-4.7752285,-1.1105546,1.7950319307564391e-06,4.256740117507828e-05,0.268370607028754,Female,Unannotated (mixed identity; excluded)
CG12926,-4.787195,-1.6097537,1.6912846956785e-06,4.0342601087329224e-05,0.11288604898828541,Female,Unannotated (mixed identity; excluded)
Phgdh,-4.881561,-1.0909748,1.0524947301519683e-06,2.602202487996418e-05,0.2577209797657082,Female,Unannotated (mixed identity; excluded)
CG13707,-6.234364,-1.8376852,4.536166249931388e-10,2.134800402332575e-08,0.12566560170394037,Female,Unannotated (mixed identity; excluded)
CG12355,-6.3087325,-1.3145362,2.8132995658486136e-10,1.3716523363251502e-08,0.23322683706070288,Female,Unannotated (mixed identity; excluded)
asRNA:CR44107,-6.3606133,-1.6409042,2.0094944904644723e-10,1.0121375348872501e-08,0.16613418530351437,Female,Unannotated (mixed identity; excluded)
GstE2,-6.6278896,-1.4118646,3.405202231528665e-11,1.9647644413301313e-09,0.21512247071352503,Female,Unannotated (mixed identity; excluded)
lncRNA:CR40469,-6.775261,-1.1817627,1.2418212672351922e-11,7.68353270372069e-10,0.3801916932907348,Female,Unannotated (mixed identity; excluded)
RpL22,-7.040971,-1.9201056,1.9090530968164835e-12,1.2927471220608956e-10,0.1395101171458999,Female,Unannotated (mixed identity; excluded)
